Article Title,Paragraph
The Spiral Jetty,"The hall was filmed through a red filter. The camera focuses on a Ornithominus Altus embedded in plaster behind a glass case. A pan across the room picked up a crimson chiaroscuro tone. There are times when the great outdoors shrinks phenomenologically to the scale of a prison, and times when the indoors expands to the scale of the universe. So it is with the sequence from the Hall of Late Dinosaurs. An interior immensity spreads throughout the hall, transforming the lightbulbs into dying suns. The red filter dissolves the floor, ceiling, and walls into halations of infinite redness. Boundless desolation emerged from the cinematic emulsions, red clouds, burned from the intangible light beyond the windows, visibility deepened into ruby dispersions. The bones, the glass cases, the armatures brought forth a blood-drenched atmosphere. Blindly the camera stalked through the sullen light. Glassy reflections flashed into dissolutions like powdered blood. Under a burning window the skull of a Tyrannosaurus was mounted in a glass case with a mirror under the skull. In this limitless scale one’s mind imagines things that are not there. The blood-soaked dropping of a sick Duck-Billed Dinosaur, for instance. Rotting monster flesh covered with millions of red spiders. Delusion follows delusion. The ghostly cameraman slides over the glassed-in compounds. These fragments of a timeless geology laugh without mirth at the time-filled hopes of ecology. From the soundtrack the echoing metronome vanishes into the wilderness of bones and glass. Tracking around a glass containing a “dinosaur mummy,” the words of The Unnameable are heard. The camera shifts to a specimen squeezed flat by the weight of sediments, then the film cuts to the road in Utah."
The Spiral Jetty,"The range of convergence between Site and Nonsite consists of a course of hazards, a double path made up of signs, photographs, and maps that belong to both sides of the dialectic at once. Both sides are present and absent at the same time. The land or ground from the Site is placed in the art (Nonsite) rather than the art placed on the ground. The Nonsite is a container within another container – the room. The plot or yard outside is yet another container. Two-dimensional and three-dimensional things trade places with each other in the range of convergence. Large scale becomes small. Small scale becomes large. A point on a map expands to the size of the land mass. A land mass contracts to a point. Is the Site a reflection of the Nonsite (mirror), or is it the other way around? The rules of this network of signs are discovered as you go along uncertain trails both mental and physical."
The Spiral Jetty,"“No fish or reptile lives in it (Mono Lake), yet it swarms with millions of worms which develop into flies. These rest on the surface and cover everything on the immediate shore. The number and quantity of those worms and flies is absolutely incredible. The drift up in heaps along the shore.” W.H. Brewer, The Whitney Survey, 1863."
The Spiral Jetty,"Beginning at a point South 3000 feet and West 800 feet from the Northeast Corner of Section 8, Township 8 North, Range 7 West; thence South 45° West 651 feet; thence North 60° West 651 feet; thence North 45° East 651 feet; thence Southeasterly along the meander line 675 feet to the point of beginning. Containing 10.00 acres, more or less. (Special Use Lease Agreement No. 222; witness: Mr. Mark Crystal.)"
Interpolation of the Enantiomorphic Chambers,"Once, when I was fortunate enough to gain access to the private art-book library of the late Casper Clamp, I had the privilege of scrutinizing his rare edition of “The Exhaustion of Sight or How to Go Blind and Yet See.” Only six volumes remain of this astounding work. The book’s heavy pages contained intricate diagrams “on seeing sight.” A chapter called “Invisible Orbs,” illustrated special visual conditions known as “lead eyes, ice eyes, pyramidal eyes, and violet eyes.” Much was said about eyeglasses as “a structure supported by the nose and ears.” The few artists that have seen this book, such as Daniel Nivalk and Mary Bone have been in some way altered. Nivalk finds the book “suspect,” but nevertheless agrees that it contains many “hitherto unknown facts about visual acedia.” On the other hand Mary Bone, known in certain circles for her “Smoke on Smoke,” finds Clamp’s book, “the key to flying saucers.” For myself, the book is a true paradigm of unending importance. I look forward to the day when it will be published in “paperback,” so that millions of artists everywhere will be able to share in its many treasures."
Entropy and the New Monuments,"Many architectural concepts found in science-fiction have nothing to do with science or fiction,instead they suggest a new kind of monumentality which has much in common with the aims of some of today’s artists. I am thinking in particular of Donald Judd, Robert Morris, Sol LeWitt, Dan Flavin, and of certain artists in the “Park Place Group.” The artists who build structured canvases and “wall-size” paintings, such as Will Insley, Peter Hutchinson and Frank Stella are more indirectly related. The chrome and plastic fabricators such as Paul Thek, Craig Kauffman, and Larry Bell are also relevant. The works of many of these artists celebrate what Flavin calls “inactive history” or what the physicist calls “entropy” or “energy-drain.” They bring to mind the Ice Age rather than the Golden Age, and would most likely confirm Vladimir Nabokov’s observation that, “The future is but the obsolete in reverse.” In a rather round-about way, many of the artists have provided a visible analog for the Second Law of Thermodynamics, which extrapolates the range of entropy by telling us energy is more easily lost than obtained, and that in the ultimate future the whole universe will burn out and be transformed into an all-encompassing sameness. The “blackout” that covered the Northeastern states recently, may be seen as a preview of such a future. Far from creating a mood of dread, the power failure created a mood of euphoria. An almost cosmic joy swept over all the darkened cities. Why people felt that way may never be answered."
Entropy and the New Monuments,"Instead of causing us to remember the past like the old monuments, the new monuments seem to cause us to forget the future. Instead of being made of natural materials, such as marble, granite, or other kinds of rock, the new monuments are made of artificial materials, plastic, chrome, and electric light. They are not built for the ages, but rather against the ages. They are involved in a systematic reduction of time down to fractions of seconds, rather than in representing the long spaces of centuries. Both past and future are placed into an objective present. This kind of time has little or no space; it is stationary and anti-Newtonian, as well as being instant, and is against the wheels of the time-clock. Flavin makes “instant-monuments”; parts for “Monument 7 for V. Tatlin” were purchased at the Radar Fluorescent Company. The “instant” makes Flavin’s work a part of time rather than space. Time becomes a place minus motion. If time is a place, then innumerable places are possible. Flavin turns gallery-space into gallery time. Time breaks down into many times. Rather than saying, “What time is it?”, we should say, “Where is the time?” “Where is Flavin’s Monument?” The objective present at times seems missing. A million years is contained in a second, yet we tend to forget the second as soon as it happens. Flavin’s destruction of classical time and space is based on an entirely new notion of the structure of matter."
Entropy and the New Monuments,"Time as decay or biological evolution is eliminated by many of these artists; this displacement allows the eye to see time as an infinity of surfaces or structures, or both combined, without the burden of what Roland Barthes calls the “undifferentiated mass of organic sensation.” The concealed surfaces in some of Judd’s works are hideouts for time. His art vanishes into a series of motionless intervals based on an order of solids. Robert Grosvenor’s suspended structural surfaces cancel out the notion of weight, and reverse the orientation of matter within the solid-state of inorganic time. This reduction of time all but annihilates the value of the notion of “action” in art."
Entropy and the New Monuments,"Mistakes and dead-ends often mean more to these artists than any proven problem. Questions about form seems as hopelessly inadequate as questions about content. Problems are unnecessary because problems represent values that create the illusion of purpose. The problem of “form vs. content,” for example, leads to illusionistic dialectics that become, at best, formalist reactions against content. Reaction follows action, till finally the artist gets “tired” and settles for a monumental inaction. The action-reaction syndrome is merely the leftovers of what Marshall McLuhan calls the hypnotic state of mechanism. According to him, an electrical numbing or torpor has replaced the mechanical breakdown. The awareness of the ultimate collapse of both mechanical and electrical technology has motivated these artists to build their monuments to or against entropy. As LeWitt points out, “I am not interested in idealizing technology.” LeWitt might prefer the word “sub-monumental,” especially if we consider his proposal to put a piece of Cellini’s jewelry into a block of cement. An almost alchemic fascination with inert properties is his concern here, but LeWitt prefers to turn gold into cement."
Entropy and the New Monuments,"The much denigrated architecture of Park Avenue known as “cold glass boxes,” along with the Manneristic modernity of Philip Johnson, have helped to foster the entropic mood. The Union Carbide building best typifies such architectural entropy. In its vast lobby one may see an exhibition called “The Future.” It offers the purposeless “educational” displays of Will Burtin, “internationally acclaimed for his three-dimensional designs,” which portray “Atomic Energy in Action.”If ever there was an example of action in entropy, this is it. The action is frozen into an array of plastic and neon, and enhanced by the sound of Muzak faintly playing in the background. At a certain time of day, you may also see a movie called “The Petrified River.” A nine-foot vacuum-formed blue plexiglass globe is a model of a uranium atom—“ten million trillion trillion times the size of the actual atom.” Lights on the ends of flexible steel rods are whipped about in the globe. Parts of the “underground” movie, “The Queen of Sheba Meets the Atom Man,” were filmed in this exhibition hall. Taylor Mead creeps around in the film like a loony sleepwalker, and licks the plastic models depicting “chain-reaction.” The sleek walls and high ceilings give the place an uncanny tomb-like atmosphere. There is something irresistible about such a place, something grand and empty."
Entropy and the New Monuments,"This kind of architecture without “value of qualities,” is, if anything, a fact. From this “undistinguished” run of architecture, as Flavin calls it, we gain a clear perception of physical reality free from the general claims of “purity and idealism.” Only commodities can afford such illusionistic values; for instance, soap is 99 44/100% pure, beer has more spirit in it, and dog food is ideal; all and all this means such values are worthless. As the cloying effect of such “values” wears off, one perceives the “facts” of the outer edge, the flat surface, the banal, the empty, the cool, blank after blank; in other words, that infinitesimal condition known as entropy."
Entropy and the New Monuments,"The slurbs, urban sprawl, and the infinite number of housing developments of the post-war boom have contributed to the architecture of entropy. Judd, in a review of a show by Roy Lichtenstein, speaks of “a lot of visible things” that are “bland and empty,” such as “most
modern commercial buildings, new Colonial stores, lobbies, most houses, most clothing, sheet aluminum, and plastic with leather texture, the formica like wood, the cute and modern patterns inside jets and drugstores.” Near the super highways surrounding the city, we find the discount centers and cut-rate stores with their sterile facades. On the inside of such places are maze-like counters with piles of neatly stacked merchandise; rank on rank it goes into a consumer oblivion. The lugubrious complexity of these interiors has brought to art a new consciousness of the vapid and the dull. But this very vapidity and dullness is what inspires many of the more gifted artists. Morris has distilled many such dull facts and made them into monumental artifices of “idea.” In such a way, Morris has restored the idea of immortality by accepting it as a vast immobility; he has even gone so far as to fashion a bra out of lead. (This he has made for his dance partner, Yvonne Rainer, to help stop the motion in her dances.)"
Entropy and the New Monuments,"This kind of nullification has re-created Kasimir Malevich’s “non-objective world,” where there are no more “likenesses of reality, no idealistic images, nothing but a desert!” But for many of today’s artists this “desert” is a “City of the Future” made of null structures and surfaces. This “City” performs no natural function, it simply exists between mind and matter, detached from both, representing neither. It is, in fact, devoid of all classical ideals of space and process. It is brought into focus by a strict condition of perception, rather than by any expressive or emotive means. Perception as a deprivation of action and reaction brings to the minds the desolate, but exquisite, surface-structures of the empty “box” or “lattice.” As action decreases, the clarity of such surface-structures increases. This is evident in art when all representations of action pass into oblivion. At this stage, lethargy is elevated to the most glorious magnitude. In Damon Knight’s Sci-fic novel, “Beyond the Barrier,” he describes in a phenomenological manner just such surface-structures: “Part of the scene before them seemed to expand. Where one of the flotation machines had been, there was a dim lattice of crystals, growing more shadowy and insubstantial as it swelled; then darkness; then a dazzle of faint prismatic light-tiny complexes in a vast three-dimensional array, growing steadily bigger.” This description has none of the “values” of the naturalistic “literary” novel, it is crystalline, and of the mind by virtue of being outside of unconscious action. This very well could be an inchoate concept for a work by Judd, LeWitt, Flavin, or Insley."
Entropy and the New Monuments,"It seems that beyond the barrier, there are only more barriers. Insley’s “Night Wall” is both a grid and a blockade; it offers no escape. Flavin’s fluorescent lights all but prevent prolonged viewing; ultimately, there is nothing to see. Judd turns the logic of set theory into block-like facades. These facades hide nothing but the wall they hang on."
Entropy and the New Monuments,"LeWitt’s first one-man show at the now defunct Daniel’s Gallery presented a rather uncompromising group of monumental “obstructions.” Many people were “left cold” by them, or found their finish “too dreary.” These obstructions stood as visible clues of the future. A future of humdrum practicality in the shape of standardized office buildings modeled after Emery Roth; in other words, a jerry-built future, a feigned future, an ersatz future very much like the one depicted in the movie “The Tenth Victim.” LeWitt’s show has helped to neutralize the myth of progress. It has also corroborated Wylie Sypher’s insight that “Entropy is evolution in reverse.” LeWitt’s work carries with it the brainwashed mood of Jasper Johns’ “Tennyson,” Flavin’s “Coran’s Broadway Flesh” and Stella’s “The Marriage of Reason and Squalor.”"
Entropy and the New Monuments,Morris also discloses this backward looking future with “erections” and “vaginas” embedded in lead. They tend to illustrate fossilized sexuality by mixing the time states or ideas of “1984” with “One Million B.C.” Claes Oldenburg achieves a similar conjunction of time with his prehistoric “ray-guns.” This sense of extreme past and future has its partial origin with the Museum of Natural History; there the “cave-man” and the “space-man” may be seen under one roof. In this museum all “nature” is stuffed and interchangeable.
Entropy and the New Monuments,"'Lust for Life' is the story of the great sensualist painter Vincent Van Gogh, who bounds through the pages and passions of Irving Stone’s perennial bestseller. And this is the Van Gogh overwhelmingly brought before us by Kirk Douglas in M-G-M’s film version, shot in Cinemascope and a sunburst of color on the actual sites of Van Gogh’s struggles to feel feelings never felt before."
Entropy and the New Monuments,"Unlike the hyper-prosaism of Morris, Flavin, LeWitt, and Judd, the works of Thek, Kauffman, and Bell convey a hyper-opulence. Thek’s sadistic geometry is made out of simulated hunks of torn flesh. Bloody meat in the shape of a birthday cake is contained under a pyramidal chrome framework—it has stainless steel candles in it. Tubes for drinking “blood cocktails” are inserted into some of his painful objects. Thek achieves a putrid finesse, not unlike that disclosed in William S. Burroughs’ “Nova Express”; “—Flesh juice in festering spines of terminal sewage— Run down of Spain and 42nd St. to the fish city of marble flesh grafts—.” The vacuum-formed plastic reliefs by Kauffman have a pale lustrous surface presence. A lumpy sexuality is implicit in the transparent forms he employs. Something of the primal nightmare exists in both Thek and Kauffman. The slippery bubbling ooze from the movie “The Blob” creeps into one’s mind. Both Thek and Kauffman have arrested the movement of blob-type matter. The mirrored reflections in Bell’s work are contaminations of a more elusive order. His chrome-plated lattices contain a Pythagorean chaos. Reflections reflect reflections in an excessive but pristine manner."
Entropy and the New Monuments,"Some artists see an infinite number of movies. Hutchinson, for instance, instead of going to the country to study nature, will go to see a movie on 42nd Street, like “Horror at Party Beach” two or three times and contemplate it for weeks on end. The movies give a ritual pattern to the lives of many artists, and this induces a kind of “low-budget” mysticism, which keeps them in a perpetual trance. The “blood and guts” of horror movies provides for their “organic needs,” while the “cold steel” of Sci-fic movies provides for their “inorganic needs.” Serious movies are too heavy on “values,” and so are dismissed by the more perceptive artists. Such artists have X-ray eyes, and can see through all of that cloddish substance that passes for “the deep and profound” these days. Some landmarks of Sci-fic are: Creation of the Humanoids (Andy Warhol’s favorite movie), The Planet of the Vampires (movie about entropy), The Thing, The Day the Earth Stood Still, The Time Machine, Village of the Giants, (first teen-science film), War of the Worlds (interesting metallic machines). Some landmarks of Horror are: Creature from the Black Lagoon, I Was a Teenage Werewolf, Horror Chamber of Dr. Faustus (very sickening), Abbot and Costello Meet Frankenstein. Artists that like Horror tend toward the emotive, while artists who like Sci-fic tend toward the perceptive."
Entropy and the New Monuments,"Even more of a mental conditioner than the movies, is the actual movie house. Especially the “moderne” interior architecture of the new “art-houses” like Cinema I and II, 57th St. Lincoln Art Theatre, the Coronet, Cinema Rendezvous, the Cinema Village, the Baronet, the Festival, and the Murray Hill. Instead of the crummy baroque and rococo of the 42nd Street theaters, we get the “padded cell” look, the “stripped down” look, or the “good-taste” look. The physical confinement of the dark box-like room indirectly conditions the mind. Even the place where you buy your ticket is called a “box-office.” The lobbies are usually full of box-type fixtures like the soda-machine, the candy counter, and telephone booths. Time is compressed or stopped inside the movie house, and this in turn provides the viewer with an entropic condition. To spend time in a movie house is to make a “hole” in one’s life."
Entropy and the New Monuments,"Recently, there has been an attempt to formulate an analog between “communication theory” and the ideas of physics in terms of entropy. As A. J. Ayer has pointed out, not only do we communicate what s true, but also what is false. Often the false has a greater “reality” than the true. Therefore, it seems that all information, and that includes anything that is visible, has its entropic side. Falseness, as an ultimate, is inextricably a part of entropy, and this falseness is devoid of moral implications."
