Article Title,Paragraph
Entropy and the New Monuments,"Even more of a mental conditioner than the movies, is the actual movie house. Especially the “moderne” interior architecture of the new “art-houses” like Cinema I and II, 57th St. Lincoln Art Theatre, the Coronet, Cinema Rendezvous, the Cinema Village, the Baronet, the Festival, and the Murray Hill. Instead of the crummy baroque and rococo of the 42nd Street theaters, we get the “padded cell” look, the “stripped down” look, or the “good-taste” look. The physical confinement of the dark box-like room indirectly conditions the mind. Even the place where you buy your ticket is called a “box-office.” The lobbies are usually full of box-type fixtures like the soda-machine, the candy counter, and telephone booths. Time is compressed or stopped inside the movie house, and this in turn provides the viewer with an entropic condition. To spend time in a movie house is to make a “hole” in one’s life."
Entropy and the New Monuments,"Recently, there has been an attempt to formulate an analog between “communication theory” and the ideas of physics in terms of entropy. As A. J. Ayer has pointed out, not only do we communicate what s true, but also what is false. Often the false has a greater “reality” than the true. Therefore, it seems that all information, and that includes anything that is visible, has its entropic side. Falseness, as an ultimate, is inextricably a part of entropy, and this falseness is devoid of moral implications."
Entropy and the New Monuments,"Like the movies and the movie houses, “printed-matter” plays an entropic role. Maps, charts, advertisements, art books, science books, money, architectural plans, math books, graphs, diagrams, newspapers, comics, booklets and pamphlets from industrial companies are all treated the same. Judd has a labyrinthine collection of “printed-matter,” some of which he “looks” at rather than reads. By this means he might take a math equation, and by sight, translate it into a metal progression of structured intervals. In this context, it is best to think of “printed-matter” the way Borges thinks of it, as “The universe (which others call the library),” or like McLuhan’s “Gutenberg Galaxy,” in other words as an unending “library of Babel.” This condition is reflected in Henry Geldzahler’s remark, “I’m doing a book on European painting since 1900—a drugstore book. Dell is printing 100,000 copies.” Too bad Dell isn’t printing 100,000,000,000."
Entropy and the New Monuments,"Judd’s sensibility encompasses geology, and mineralogy. He has an excellent collection of geologic maps, which he scans from time to time, not for their intended content, but for their exquisite structural precision. His own writing style has much in common with the terse, factual descriptions one finds in his collection of geology books. Compare this passage from one of his books, “The Geology of Jackson County, Missouri” to his own criticism: “The interval between the Cement City and the Raytown limestones varies from 10 to 23 feet. The lower three-quarters is an irregularly colored green, blue, red, and yellow shale which at some places contains calcareous concretions.” And now an excerpt from Judd’s review of Dan Flavin’s first one-man show: “The light is bluntly and awkwardly stuck on the square block; it protrudes awkwardly. The red in the green attached to a lighter green is off as color, and as sequence.”"
Entropy and the New Monuments,"Many of Morris’s wall structures are direct homages to Duchamp; they deploy facsimiles of ready-mades within high Manneristic frames of reference. Extensions of the Cartesian mind are carried to the most attenuated points of no return by a systematic annulment of movement. Descartes’ cosmology is brought to a standstill. Movement in Morris’s work is engulfed by many types of stillness: delayed action, inadequate energy, general slowness, an all over sluggishness. The ready-mades are, in fact, puns on the Bergsonian concept of “creative evolution” with its idea of “ready made categories.” Says Bergson, “The history of philosophy is there, however, and shows us the eternal conflict of systems, the impossibility of satisfactorily getting the real into the ready-made garments of our ready-made concepts, the necessity of making to measure.” But it is just such an “impossibility” that appeals to Duchamp and Morris. With this in mind, Morris’s monstrous “ideal” structures are inconsequential or uncertain ready-mades, which are definitively outside of Bergson’s concept of creative evolution. If anything, they are uncreative in the manner of the 16th-century alchemist-philosopher-artist. C. G. Jung’s writing on “The Materia Prima” offers many clues in this direction. Alchemy, it seems, is a concrete way of dealing with sameness. In this context, Duchamp and Morris may be seen as artificers of the uncreative or decreators of the Real. They are like the 16th-century artist Parmigianino, who “gave up painting to become an alchemist.” This might help us to understand both Judd’s and Morris’s interest in geology. It is also well to remember that Parmigiano and Duchamp both painted “Virgins” when they did paint. Sydney Freedberg observed in the work of Parmigianino “. . . an assembly of surfaces, nothing is contained within these surfaces . . .” Such an observation might also be applied to Duchamp’s hollow “Virgins,” with their insidious almost lewd associations. The “purist” surfaces of certain artists have a “contamination” in them that relates to Duchamp and Parmigianino, if not in fact, at least in idea."
Entropy and the New Monuments,"The impure-purist surface is very much in evidence in the new abstract art, but I think Stella was the first to employ it. The iridescent purple, green, and silver surfaces that followed Stella’s all-black works, conveyed a rather lurid presence through their symmetries. An exacerbated, gorgeous color gives a chilling bite to the purist context. Immaculate beginnings are subsumed by glittering ends. Like Mallarme’s “Herodiade,” these surfaces disclose a “cold scintillation”; they seem to “love the horror of being virgin.” These inaccessible surfaces deny any definite meaning in the most definite way. Here beauty is allied with the repulsive in accordance with highly rigid rules. One’s sight is mentally abolished by Stella’s hermetic kingdom of surfaces."
Entropy and the New Monuments,"Stella’s immaculate but sparkling symmetries are reflected in John Chamberlain’s “KandyKolored” reliefs. “They are extreme, snazzy, elegant in the wrong way, immoderate.” Says Judd, “It is also interesting that the surfaces of the reliefs are definitely surfaces.” Chamberlain’s use of chrome and metalflake brings to mind the surfaces in “Scorpio Rising,” Kenneth Anger’s many-faceted horoscopic film about constellated motorcyclists. Both Chamberlain and Anger have developed what could be called California surfaces. In a review of the film, Ken Kelman speaks of “. . . the ultimate reduction of ultimate experience to brilliant chromatic surface; Thanatos in Chrome—artificial death . . .” in a way that evokes Chamberlain’s giddy reliefs."
"A Tour of the Monuments of Passaic, New Jersey","I read the blurbs and skimmed throughEarthworks. The first sentence read, “The dead
man drifted along in the breeze.” It seemed the
book was about a soil shortage, and theEarthworks referred to the manufacture of artificial soil. The sky over Rutherford was a clear
cobalt blue, a perfect Indian summer day, but the
sky in Earthworks was a “great black and brown
shield on which moisture gleamed.”"
"A Tour of the Monuments of Passaic, New Jersey","The bus passed over the first monument. I
pulled the buzzer-cord and got off at the corner of
Union Avenue and River Drive. The monument
was a bridge over the Passaic River that connected Bergen County with Passaic County.
Noon-day sunshine cinema-ized the site, turning
the bridge and the river into an over-exposedpicture. Photographing it with my Instamatic 400 was like photographing a photograph. The sun
became a monstrous light-bulb that projected a
detached series of “stills” through my Instamatic
into my eye. When I walked on the bridge, it was
as though I was walking on an enormous photograph that was made of wood and steel, and
underneath the river existed as an enormous
movie film that showed nothing but a continuous
blank."
"A Tour of the Monuments of Passaic, New Jersey","As I walked north along what was left of River
Drive, I saw a monument in the middle of the
river—it was a pumping derrick with a long pipe
attached to it. The pipe was supported in part by
a set of pontoons, while the rest of it extended
about three blocks along the river bank till it
disappeared into the earth. One could hear debris rattling in the water that passed through the
great pipe."
"A Tour of the Monuments of Passaic, New Jersey","Nearby, on the river bank, was an artificial
crater that contained a pale limpid pond of water,
and from the side of the crater protruded six
large pipes that gushed the water of the pond
into the river. This constituted a monumental
fountain that suggested six horizontal smokestacks that seemed to be flooding the river with
liquid smoke. The great pipe was in some enigmatic way connected with the infernal fountain.
It was as though the pipe was secretly sodomizing some hidden technological orifice, and causing a monstrous sexual organ (the foundation) to
have an orgasm. A psychoanalyst might say that
the landscape displayed “homosexual tendencies,” but I will not draw such a crass anthropomorphic conclusion. I will merely say, “It
was there.”"
"A Tour of the Monuments of Passaic, New Jersey","Across the river in Rutherford one could hear
the faint voice of a P. A. system and the weak
cheers of a crowd at a football game. Actually,
the landscape was no landscape, but “a particular kind of heliotypy” (Nabokov), a kind of self-destroying postcard world of failed immortality
and oppressive grandeur. I had been wandering
in a moving picture that I couldn’t quite picture,
but just as I became perplexed, I saw a green sign that explained everything:"
"A Tour of the Monuments of Passaic, New Jersey","That zero panorama seemed to contain ruins in
reverse, that is—all the new construction that
would eventually be built. This is the opposite of
the “romantic ruin” because the buildings don’t
fall into ruin after they are built but rather rise
into ruin before they build. This anti-romantic mise-en-scene suggested the discredited idea of
time and many other “out of date” things. But
the suburbs exist without a rational past and
without the “big events” of history. Oh, maybe
there are a few statues, a legend, and a couple of
curios, but no past—just what passes for a future. A Utopia minus a bottom, a place where the
machines are idle, and the sun has turned to
glass, and a place where the Passaic Concrete
Plant (253 River Drive) does a good business in
STONE, BITUMINOUS, SAND, and CEMENT."
"A Tour of the Monuments of Passaic, New Jersey","Was I in a new territory? (An English artist,
Michael Baldwin, says, “It could be asked if the
country does in fact change—it does not in the
sense a traffic light does.”) Perhaps I had slipped
into a lower stage of futurity—did I leave the real
future behind in order to advance into a false
future? Yes, I did. Reality was behind me at that
point in my suburban Odyssey."
"A Tour of the Monuments of Passaic, New Jersey","Passaic center loomed like a dull adjective.
Each “store” in it was an adjective unto the next,
a chain of adjectives disguised as stores. I began to run out of film, and I was getting hungry.
Actually, Passaic center was no center—it was
instead a typical abyss or an ordinary void. What
a great place for a gallery! Or maybe an “outdoor
sculpture show” would pep that place up."
